X1,X2,y
36.0,27.0,93.25277
37.0,27.0,89.43616
38.0,27.0,96.80836
39.0,27.0,86.77393
40.0,27.0,73.561264
1.0,28.0,57.343809
2.0,28.0,59.58183
3.0,28.0,76.55718
4.0,28.0,72.87416
5.0,28.0,83.02615
6.0,28.0,86.6561
7.0,28.0,81.561783
8.0,28.0,69.739874
9.0,28.0,59.32584
10.0,28.0,60.331509
11.0,28.0,41.984971
12.0,28.0,57.860017
13.0,28.0,56.383727
14.0,28.0,54.061911
15.0,28.0,65.47106
16.0,28.0,72.41891
17.0,28.0,75.47744
18.0,28.0,71.0625
19.0,28.0,68.87791
20.0,28.0,66.8744
21.0,28.0,73.37133
22.0,28.0,57.01181
23.0,28.0,56.74986
24.0,28.0,63.01281
25.0,28.0,80.95852
26.0,28.0,86.93094
27.0,28.0,82.64761
28.0,28.0,69.31883
29.0,28.0,80.3854
30.0,28.0,83.65807
31.0,28.0,109.93688
32.0,28.0,124.49632
33.0,28.0,117.09306
34.0,28.0,136.8161
35.0,28.0,124.117
36.0,28.0,114.31513
37.0,28.0,105.7688
38.0,28.0,94.34
39.0,28.0,70.55229
40.0,28.0,59.69553
1.0,29.0,42.31226
2.0,29.0,40.09365
3.0,29.0,35.14655
4.0,29.0,40.496326
5.0,29.0,46.960119
6.0,29.0,52.585641
7.0,29.0,42.851506
8.0,29.0,26.271741
9.0,29.0,47.356307
10.0,29.0,52.962337
11.0,29.0,54.49594
12.0,29.0,33.167429
13.0,29.0,36.890736
14.0,29.0,55.371153
15.0,29.0,80.10075
16.0,29.0,75.72651
17.0,29.0,72.52461
18.0,29.0,72.23136
19.0,29.0,83.67465
20.0,29.0,61.90607
21.0,29.0,59.94982
22.0,29.0,53.52288
23.0,29.0,68.01667
24.0,29.0,68.72898
25.0,29.0,74.96773
26.0,29.0,84.10414
27.0,29.0,110.50939
28.0,29.0,95.08043
29.0,29.0,102.52296
30.0,29.0,116.84471
31.0,29.0,106.0076
32.0,29.0,85.74604
33.0,29.0,94.387475
34.0,29.0,107.84234
35.0,29.0,103.74869
36.0,29.0,110.92146
37.0,29.0,110.92328
38.0,29.0,85.46931
39.0,29.0,62.33629
40.0,29.0,55.23179
1.0,30.0,49.90976
2.0,30.0,46.12888
3.0,30.0,28.43551
4.0,30.0,35.104893
5.0,30.0,35.885509
6.0,30.0,18.228293
7.0,30.0,42.188232
8.0,30.0,33.555271
9.0,30.0,49.797693
10.0,30.0,49.077361
11.0,30.0,70.307329
12.0,30.0,65.90305
13.0,30.0,46.449393
14.0,30.0,50.530113
15.0,30.0,69.79385
16.0,30.0,58.8963
17.0,30.0,50.59188
18.0,30.0,48.45264
19.0,30.0,51.49684
20.0,30.0,49.69823
21.0,30.0,61.28738
22.0,30.0,53.80454
23.0,30.0,53.95482
24.0,30.0,86.83679
25.0,30.0,132.72819
26.0,30.0,125.81104
27.0,30.0,105.17833
28.0,30.0,87.08187
29.0,30.0,96.93391
30.0,30.0,86.77499
31.0,30.0,84.65616
32.0,30.0,71.085916
33.0,30.0,84.035543
34.0,30.0,48.543627
35.0,30.0,48.692962
36.0,30.0,86.44865
37.0,30.0,102.87863
38.0,30.0,102.73272
39.0,30.0,87.54555
40.0,30.0,68.77184
1.0,31.0,52.10146
2.0,31.0,46.46658
3.0,31.0,40.518423
4.0,31.0,42.346597
5.0,31.0,50.563943
6.0,31.0,51.71122
7.0,31.0,57.991753
8.0,31.0,63.57568
9.0,31.0,52.887327
10.0,31.0,70.502549
11.0,31.0,68.925514
12.0,31.0,69.53301
13.0,31.0,50.60681
14.0,31.0,53.83003
15.0,31.0,38.30722
16.0,31.0,44.03559
17.0,31.0,25.61425
18.0,31.0,25.8609
19.0,31.0,36.1997
20.0,31.0,45.26139
21.0,31.0,29.112
22.0,31.0,47.64415
23.0,31.0,77.18574
24.0,31.0,122.76347
25.0,31.0,115.75606
26.0,31.0,115.58326
27.0,31.0,110.97456
28.0,31.0,74.12329
29.0,31.0,73.94077
30.0,31.0,79.18867
31.0,31.0,90.68612
32.0,31.0,79.75477
33.0,31.0,64.879862
34.0,31.0,56.88111
35.0,31.0,55.732321
36.0,31.0,55.93531
37.0,31.0,67.47645
38.0,31.0,81.20198
39.0,31.0,85.26496
40.0,31.0,82.21421
1.0,32.0,41.310606
2.0,32.0,47.470007
3.0,32.0,53.79033
4.0,32.0,53.24339
5.0,32.0,53.475195
6.0,32.0,58.777536
7.0,32.0,67.877003
8.0,32.0,55.238658
9.0,32.0,61.078967
10.0,32.0,57.314717
11.0,32.0,39.857874
12.0,32.0,57.07096
13.0,32.0,82.66541
14.0,32.0,66.61857
15.0,32.0,58.28173
16.0,32.0,21.2841
17.0,32.0,27.40833
18.0,32.0,47.99903
19.0,32.0,43.91181
20.0,32.0,34.47227
21.0,32.0,50.16381
22.0,32.0,81.02525
23.0,32.0,119.59475
24.0,32.0,107.03631
25.0,32.0,107.31627
26.0,32.0,90.51915
27.0,32.0,54.98469
28.0,32.0,63.29982
29.0,32.0,63.19848
30.0,32.0,94.26524
31.0,32.0,93.8953
32.0,32.0,80.69494
33.0,32.0,65.2443
34.0,32.0,53.054668
35.0,32.0,54.36505
36.0,32.0,63.79663
37.0,32.0,65.28716
38.0,32.0,56.63705
39.0,32.0,47.14599
40.0,32.0,50.14593
1.0,33.0,57.764489
2.0,33.0,52.006617
3.0,33.0,51.510048
4.0,33.0,59.082991
5.0,33.0,62.72478
6.0,33.0,62.419942
7.0,33.0,53.253297
8.0,33.0,54.267119
9.0,33.0,66.28519
10.0,33.0,74.499033
11.0,33.0,79.12188
12.0,33.0,86.70197
13.0,33.0,87.0297
14.0,33.0,94.39601
15.0,33.0,81.83419
16.0,33.0,87.21912
17.0,33.0,77.35959
18.0,33.0,65.89807
19.0,33.0,61.93267
20.0,33.0,65.44958
21.0,33.0,97.29208
22.0,33.0,124.49369
23.0,33.0,122.13019
24.0,33.0,100.62461
25.0,33.0,59.10773
26.0,33.0,59.85983
27.0,33.0,46.79918
28.0,33.0,67.57717
29.0,33.0,80.03924
30.0,33.0,108.64777
31.0,33.0,89.76203
32.0,33.0,84.29312
33.0,33.0,65.07725
34.0,33.0,47.67916
35.0,33.0,35.383
36.0,33.0,35.92542
37.0,33.0,54.82685
38.0,33.0,50.49042
39.0,33.0,35.95776
40.0,33.0,37.68253
1.0,34.0,48.23102
2.0,34.0,63.73072
3.0,34.0,76.869608
4.0,34.0,68.55869
5.0,34.0,79.56871
6.0,34.0,67.01371
7.0,34.0,80.860785
8.0,34.0,75.180274
9.0,34.0,92.2093
10.0,34.0,98.20501
11.0,34.0,79.56484
12.0,34.0,65.15002
13.0,34.0,85.41345
14.0,34.0,103.41678
15.0,34.0,127.83074
16.0,34.0,123.38357
17.0,34.0,126.40181
18.0,34.0,130.22197
19.0,34.0,113.043
20.0,34.0,110.92547
21.0,34.0,143.70989
22.0,34.0,125.73996
23.0,34.0,92.61074
24.0,34.0,73.56997
25.0,34.0,91.80088
26.0,34.0,71.60654
27.0,34.0,71.85014
28.0,34.0,82.42518
29.0,34.0,85.669931
30.0,34.0,79.026175
31.0,34.0,72.50779
32.0,34.0,75.16997
33.0,34.0,66.39984
34.0,34.0,56.80769
35.0,34.0,56.94927
36.0,34.0,53.79419
37.0,34.0,55.46364
38.0,34.0,52.33695
39.0,34.0,49.11378
40.0,34.0,38.09742
1.0,35.0,64.59009
2.0,35.0,81.54273
3.0,35.0,85.92579
4.0,35.0,87.15431
5.0,35.0,86.83527
6.0,35.0,76.32578
7.0,35.0,67.45071
8.0,35.0,86.00329
9.0,35.0,88.81882
10.0,35.0,95.12349
11.0,35.0,94.63925
12.0,35.0,88.60504
13.0,35.0,83.26458
14.0,35.0,88.99438
15.0,35.0,114.17828
16.0,35.0,123.40057
17.0,35.0,130.3436
18.0,35.0,147.5982
19.0,35.0,173.8589
20.0,35.0,180.0577
21.0,35.0,140.16687
22.0,35.0,129.37126
23.0,35.0,102.25852
24.0,35.0,87.95896
25.0,35.0,66.02532
26.0,35.0,74.36234
27.0,35.0,84.256976
28.0,35.0,75.19209
29.0,35.0,62.96036
30.0,35.0,52.79619
31.0,35.0,53.50882
32.0,35.0,61.74273
33.0,35.0,54.07582
34.0,35.0,55.92384
35.0,35.0,66.46289
36.0,35.0,51.69697
37.0,35.0,56.31827
38.0,35.0,55.30646
39.0,35.0,40.01309
40.0,35.0,46.53463
1.0,36.0,64.01578
2.0,36.0,78.53895
3.0,36.0,97.29482
4.0,36.0,80.80346
5.0,36.0,98.85456
6.0,36.0,85.87967
7.0,36.0,71.87267
8.0,36.0,67.57909
9.0,36.0,52.77697
10.0,36.0,59.23186
11.0,36.0,75.5421
12.0,36.0,75.15914
13.0,36.0,87.31686
14.0,36.0,100.0307
15.0,36.0,91.71391
16.0,36.0,81.05158
17.0,36.0,104.90665
18.0,36.0,143.29518
19.0,36.0,145.56538
20.0,36.0,167.1352
21.0,36.0,131.69894
22.0,36.0,110.9901
23.0,36.0,78.02285
24.0,36.0,76.048
25.0,36.0,68.41053
26.0,36.0,71.01694
27.0,36.0,68.77456
28.0,36.0,57.25787
29.0,36.0,62.52117
30.0,36.0,40.44653
31.0,36.0,54.45891
32.0,36.0,34.99663
33.0,36.0,38.5022
34.0,36.0,55.15938
35.0,36.0,47.13274
36.0,36.0,49.28979
37.0,36.0,48.91336
38.0,36.0,48.21863
39.0,36.0,41.82029
40.0,36.0,40.48488
1.0,37.0,76.51074
2.0,37.0,79.43733
3.0,37.0,83.64445
4.0,37.0,75.09562
5.0,37.0,62.01669
6.0,37.0,76.30077
7.0,37.0,66.65677
8.0,37.0,62.48318
9.0,37.0,60.40349
10.0,37.0,54.86893
11.0,37.0,40.21622
12.0,37.0,50.38809
13.0,37.0,62.18194
14.0,37.0,67.89052
15.0,37.0,68.81251
16.0,37.0,87.18785
17.0,37.0,94.68961
18.0,37.0,105.40073
19.0,37.0,102.59137
20.0,37.0,87.41157
21.0,37.0,83.29433
22.0,37.0,82.17229
23.0,37.0,75.38189
24.0,37.0,68.46
25.0,37.0,60.31331
26.0,37.0,60.79453
27.0,37.0,52.43116
28.0,37.0,60.06409
29.0,37.0,52.37961
30.0,37.0,51.63071
31.0,37.0,36.05894
32.0,37.0,42.53392
33.0,37.0,23.44826
34.0,37.0,29.72272
35.0,37.0,40.29382
36.0,37.0,43.87877
37.0,37.0,48.45143
38.0,37.0,45.9948
39.0,37.0,47.38026
40.0,37.0,42.55462
1.0,38.0,74.23113
2.0,38.0,75.3147
3.0,38.0,80.19782
4.0,38.0,67.25466
5.0,38.0,60.30604
6.0,38.0,53.38877
7.0,38.0,49.90106
8.0,38.0,68.68208
9.0,38.0,52.35639
10.0,38.0,52.76441
11.0,38.0,38.378081
12.0,38.0,46.355942
13.0,38.0,55.979807
14.0,38.0,72.56857
15.0,38.0,69.23
16.0,38.0,68.07507
17.0,38.0,57.29888
18.0,38.0,48.22965
19.0,38.0,33.17658
20.0,38.0,19.63065
21.0,38.0,18.31201
22.0,38.0,35.82559
23.0,38.0,43.00448
24.0,38.0,45.78136
25.0,38.0,55.47298
26.0,38.0,47.38216
27.0,38.0,48.4296
28.0,38.0,47.10728
29.0,38.0,49.56689
30.0,38.0,38.83963
31.0,38.0,29.33192
32.0,38.0,26.66667
33.0,38.0,27.59118
34.0,38.0,31.6407
35.0,38.0,27.02418
36.0,38.0,26.94195
37.0,38.0,42.18213
38.0,38.0,35.80049
39.0,38.0,39.08239
40.0,38.0,30.31766
1.0,39.0,50.07747
2.0,39.0,46.6953
3.0,39.0,43.95251
4.0,39.0,42.27325
5.0,39.0,40.73245
6.0,39.0,37.19992
7.0,39.0,49.16379
8.0,39.0,60.93465
9.0,39.0,62.27513
10.0,39.0,62.470479
11.0,39.0,59.402596
12.0,39.0,62.20063
13.0,39.0,61.68864
14.0,39.0,58.71218
15.0,39.0,54.71958
16.0,39.0,51.5228
17.0,39.0,33.8403
18.0,39.0,29.2826
19.0,39.0,27.64534
20.0,39.0,17.90523
21.0,39.0,14.53051
22.0,39.0,19.77879
23.0,39.0,34.46845
24.0,39.0,36.45961
25.0,39.0,37.94339
26.0,39.0,32.70164
27.0,39.0,38.74375
28.0,39.0,39.81262
29.0,39.0,39.7323
30.0,39.0,28.21021
31.0,39.0,17.662825
32.0,39.0,28.1351
33.0,39.0,29.53536
34.0,39.0,22.74488
35.0,39.0,31.96819
36.0,39.0,29.78852
37.0,39.0,30.25002
38.0,39.0,26.24657
39.0,39.0,24.35038
40.0,39.0,22.73687
1.0,40.0,37.504881
2.0,40.0,34.156704
3.0,40.0,28.363197
4.0,40.0,31.24836
5.0,40.0,41.01523
6.0,40.0,45.46126
7.0,40.0,52.88651
8.0,40.0,59.52756
9.0,40.0,48.30319
10.0,40.0,58.711748
11.0,40.0,57.867364
12.0,40.0,47.637716
13.0,40.0,44.982643
14.0,40.0,38.075137
15.0,40.0,32.116411
16.0,40.0,33.883881
17.0,40.0,27.47401
18.0,40.0,29.28337
19.0,40.0,31.09917
20.0,40.0,16.79034
21.0,40.0,13.05495
22.0,40.0,22.76797
23.0,40.0,22.97157
24.0,40.0,32.9296
25.0,40.0,32.36583
26.0,40.0,26.27738
27.0,40.0,25.86987
28.0,40.0,24.673431
29.0,40.0,26.24989
30.0,40.0,20.38552
31.0,40.0,23.280523
32.0,40.0,22.432042
33.0,40.0,22.87414
34.0,40.0,22.19762
35.0,40.0,26.86853
36.0,40.0,26.63598
37.0,40.0,21.9917
38.0,40.0,20.29211
39.0,40.0,20.18153
40.0,40.0,15.08428
